4   504   6.230705e-05  2.674151e-02  2.659984e-02
8   1752  7.007509e-08  2.924422e-05  2.902052e-05
12  3768  8.613821e-11  2.939163e-08  2.914843e-08
18  8136  4.884981e-15  5.710706e-13  9.998230e-13
