2 24 4.224093e-01 4.227458e-01 4.224143e-01 4.224094e-01 
4 96 7.669757e-02 7.709333e-02 7.670368e-02 7.669766e-02 
8 384 1.834682e-03 4.702202e-03 1.842843e-03 1.834809e-03 
16 1536 1.124672e-06 4.748978e-03 7.358957e-05 1.280499e-06 
32 6144 5.557776e-13 4.748970e-03 7.358233e-05 1.149029e-06 
