time 4 8 16 32 
0.000000e+00 1.024176e-02 1.585043e-06 6.149441e-12 7.607808e-15 
5.000000e-03 1.031503e-02 1.618740e-06 6.028575e-12 6.503449e-15 
1.000000e-02 1.052115e-02 1.707827e-06 5.749785e-12 8.712168e-14 
1.500000e-02 1.082342e-02 1.824711e-06 5.495905e-12 2.051654e-13 
2.000000e-02 1.118302e-02 1.941651e-06 5.442037e-12 3.720464e-13 
2.500000e-02 1.158295e-02 2.042447e-06 5.583395e-12 5.633459e-13 
3.000000e-02 1.204330e-02 2.131696e-06 5.572229e-12 7.186925e-13 
3.500000e-02 1.262291e-02 2.233764e-06 4.714510e-12 7.038450e-13 
4.000000e-02 1.340710e-02 2.345773e-06 3.869798e-12 6.259263e-13 
4.500000e-02 1.448434e-02 2.331008e-06 8.940770e-12 3.059075e-13 
5.000000e-02 1.591972e-02 1.888373e-06 2.707631e-11 6.712050e-14 
5.500000e-02 1.773895e-02 8.537061e-07 4.801815e-11 5.761074e-13 
6.000000e-02 1.993589e-02 2.361550e-07 3.698953e-11 9.672960e-13 
6.500000e-02 2.250098e-02 5.154216e-08 2.741376e-11 1.327072e-12 
7.000000e-02 2.544502e-02 2.496530e-06 1.112918e-10 1.459840e-12 
7.500000e-02 2.878592e-02 6.818345e-06 1.484280e-10 1.533219e-12 
8.000000e-02 3.248934e-02 1.060522e-05 1.102856e-10 1.539354e-12 
8.500000e-02 3.639371e-02 1.182785e-05 3.381192e-11 1.562668e-12 
9.000000e-02 4.017518e-02 1.093392e-05 2.669960e-11 1.594081e-12 
9.500000e-02 4.339464e-02 1.076786e-05 7.230792e-11 1.590891e-12 
1.000000e-01 4.562351e-02 1.407920e-05 2.464067e-10 1.635311e-12 
1.050000e-01 4.659888e-02 2.134132e-05 8.766876e-10 1.833359e-12 
1.100000e-01 4.634214e-02 3.187902e-05 2.203129e-09 2.008339e-12 
1.150000e-01 4.519644e-02 4.816169e-05 3.758796e-09 2.256697e-12 
1.200000e-01 4.377803e-02 7.865005e-05 4.029443e-09 2.418915e-12 
1.250000e-01 4.287038e-02 1.333531e-04 5.941309e-10 2.674145e-12 
1.300000e-01 4.330187e-02 2.118639e-04 8.857047e-09 2.903606e-12 
1.350000e-01 4.584146e-02 2.930798e-04 2.220918e-08 3.100427e-12 
1.400000e-01 5.113221e-02 3.392960e-04 2.931665e-08 3.315409e-12 
1.450000e-01 5.966584e-02 3.178445e-04 2.124517e-08 3.175278e-12 
1.500000e-01 7.178036e-02 2.269258e-04 4.552096e-09 2.605184e-12 
