0  0.117254476095435E+01  0.175067209863373E+01  0.702457968371343E+01
1  0.772700358500806E+00  0.139964561481424E+01  0.301328443431892E+02
2  0.935962946506852E-01  0.504674491426907E+01  0.168484505970553E+02
3  0.243582754500569E+00  0.177403079341698E+01  0.994586468611289E+01
4  0.207158883616204E+00  0.358524838726565E+01  0.274926353575572E+02
5  0.401592437960233E+00  0.116759724487345E+00  0.187361224120123E+02
6  0.130636825981622E+00  0.430675992336680E+00  0.286602326024306E+02
7  0.435871462406499E-01  0.145088218729211E+01  0.135680105039721E+02
8  0.353220237114906E-01  0.104089603970578E+01  0.834788198034105E+01
9  0.454806428383523E-01  0.885729807908265E+00  0.308632613132032E+01
10  0.477392934052468E-01  0.222244468615436E+00  0.759525456200771E+01
11  0.199595419327207E-01  0.690560601966715E-01  0.753121550362904E+01
12  0.643556793161310E-02  0.216865453904420E+00  0.607602123768094E+01
13  0.324771454401697E-02  0.223509690555386E+00  0.232644460992296E+01
14  0.600794885162619E-02  0.132424875759979E+00  0.264769283240906E+00
15  0.462541047224352E-02  0.552871227098527E-01  0.138145191135645E+01
16  0.254369970705928E-02  0.633743840732647E-02  0.139384439805468E+01
17  0.684430933099060E-03  0.261112679160443E-01  0.117865388232200E+01
18  0.243593473051589E-03  0.296080901326945E-01  0.506061288909168E+00
19  0.571397239352113E-03  0.173419028861871E-01  0.112762637545002E+00
20  0.430486550803069E-03  0.789499503731422E-02  0.152931020765942E+00
21  0.252676159641605E-03  0.122440854064368E-03  0.203037163947567E+00
22  0.709446574225967E-04  0.271740366763318E-02  0.158073536636646E+00
23  0.157684017917134E-04  0.299912407252989E-02  0.834714025717072E-01
24  0.445307240955905E-04  0.199205718521436E-02  0.201138293002708E-01
25  0.376049226263338E-04  0.861649315941541E-03  0.121473423185823E-01
26  0.210665413990207E-04  0.111811053897672E-03  0.229686364968062E-01
27  0.701747284935401E-05  0.233810836807533E-03  0.179615171212612E-01
28  0.758517711485358E-06  0.267132479967444E-03  0.103428513091995E-01
29  0.314248480077070E-05  0.191333844964353E-03  0.300209824308437E-02
30  0.290496125482286E-05  0.848683615227437E-04  0.754511698732990E-03
31  0.163038823021540E-05  0.170361696749810E-04  0.209000344828025E-02
32  0.606149678142667E-06  0.162157087506114E-04  0.181075421858181E-02
33  0.537750298615949E-08  0.217574097261497E-04  0.105219808824113E-02
34  0.206773710256929E-06  0.158607935535248E-04  0.374765176655928E-03
35  0.200174003554522E-06  0.769679742867853E-05  0.263358733985630E-04
36  0.119705173254645E-06  0.184861330470829E-05  0.164010643351569E-03
37  0.464929677064941E-07  0.921975045655917E-06  0.159436031337560E-03
38  0.367884838747300E-08  0.159186630557228E-05  0.957844899730315E-04
39  0.123927311424991E-07  0.120156752310387E-05  0.384541921140665E-04
40  0.128175582582158E-07  0.625233276457350E-06  0.206222317092996E-05
41  0.814526397659003E-08  0.176162862446602E-06  0.115644700025216E-04
42  0.333797377865632E-08  0.426783696230319E-07  0.123831315496914E-04
43  0.491301653304952E-09  0.104226934960529E-06  0.797948695418689E-05
44  0.661331384507049E-09  0.849303118072578E-07  0.341961514308593E-05
45  0.775769349180724E-09  0.460297731239084E-07  0.505619515148207E-06
46  0.513811938989666E-09  0.151110703809926E-07  0.723064438065824E-06
47  0.227062683671956E-09  0.124092526314085E-08  0.884598959903115E-06
48  0.450361520008558E-10  0.623282188417121E-08  0.606417463330585E-06
49  0.313021355554664E-10  0.556439585522301E-08  0.286248059022679E-06
50  0.440316830861346E-10  0.316521259973550E-08  0.611066695187302E-07
51  0.306357128807309E-10  0.116122754660954E-08  0.302732009508709E-07
52  0.144763567730667E-10  0.403698859009459E-10  0.573385402354434E-07
53  0.354808684068260E-11  0.344313557789389E-09  0.344716690845693E-07
54  0.129168164677941E-11  0.335727319211409E-09  0.208413031097681E-07
55  0.233384810861312E-11  0.204811939937213E-09  0.178688139026290E-08
56  0.174066351492104E-11  0.790040272639660E-10  0.168801028332527E-08
57  0.867820023720863E-12  0.985762626605626E-11  0.106353324438271E-07
58  0.251496540901705E-12  0.199274554402124E-10  0.281177967765568E-08
59  0.420887358741280E-13  0.193159724785415E-10  0.832374761276247E-08
60  0.116351372980716E-12  0.149609846070653E-10  0.532494925187782E-09
61  0.944912626364354E-13  0.535380772085554E-11  0.652842945991463E-08
62  0.495330949345811E-13  0.343305056542015E-11  0.120669616756594E-09
63  0.167456195248874E-13  0.788296051032521E-12  0.610273118980253E-08
64  0.527010174209437E-15  0.132310250528434E-11  0.213443143264963E-10
65  0.507780424645007E-14  0.720838748733713E-12  0.593337406912614E-08
66  0.480904580223127E-14  0.198321705732285E-11  0.723647230088864E-10
67  0.227561151652755E-14  0.860447028391854E-13  0.567158941755952E-08
68  0.103652505809467E-14  0.228814900053754E-11  0.838947131893373E-10
69  0.393633239158274E-15  0.549227050616901E-13  0.536040115348642E-08
70  0.171465239407340E-15  0.223382761353370E-11  0.763153798908240E-10
71  0.677232025790674E-15  0.309175715446625E-13  0.504766528759170E-08
72  0.105060517046592E-15  0.213766066587142E-11  0.719250847314820E-10
73  0.481313358728247E-15  0.157888570899533E-13  0.473984215170622E-08
74  0.543966549647049E-16  0.206738891549710E-11  0.696199115963488E-10
75  0.461156891325833E-15  0.238395620247296E-13  0.443386859221265E-08
76  0.562654060500445E-16  0.199821538179822E-11  0.660439772926394E-10
77  0.522193577202491E-15  0.152872203051228E-13  0.413013985417932E-08
78  0.158496091646946E-16  0.191779757090904E-11  0.636897453656504E-10
79  0.456737302949680E-15  0.128146812754305E-13  0.383096343311751E-08
80  0.550324295507295E-16  0.184563307704299E-11  0.616650257241324E-10
81  0.469150957912218E-15  0.216198700035472E-13  0.353566214079063E-08
82  0.120512555556504E-16  0.176963062186121E-11  0.581626067835578E-10
83  0.428217442226554E-15  0.235962759146738E-13  0.324544271880539E-08
84  0.523126224735276E-17  0.169854652645160E-11  0.542456249817219E-10
85  0.427738008343518E-15  0.244751279722291E-13  0.296008690236152E-08
86  0.195668845980480E-16  0.162583106503320E-11  0.500848532264430E-10
87  0.462931075866522E-15  0.211096238213648E-13  0.268044395917581E-08
88  0.496125196656973E-16  0.154528105783243E-11  0.464117786815255E-10
89  0.429044464020429E-15  0.298414272825276E-13  0.240847449299730E-08
90  0.546185902630886E-16  0.146891114323679E-11  0.411000046252356E-10
91  0.384405404183654E-15  0.396727735298835E-13  0.214407048721468E-08
92  0.202601810653756E-16  0.139894935967537E-11  0.338795598427968E-10
93  0.397957931339723E-15  0.359449002138544E-13  0.188666380503441E-08
94  0.439559277648147E-16  0.132492918444618E-11  0.271938084030199E-10
95  0.448227642693371E-15  0.442086146336396E-13  0.163757711835853E-08
96  0.282807360429266E-16  0.123976593233444E-11  0.187941716226284E-10
97  0.443562185219894E-15  0.387787133133977E-13  0.139954205935032E-08
98  0.576931081033849E-16  0.115371486840178E-11  0.112711012398292E-10
99  0.528238374891012E-15  0.274708641251342E-13  0.117341394514357E-08
100  0.182688066063807E-16  0.104912367017336E-11  0.583187014305264E-11
101  0.573883286352652E-15  0.238171028038581E-13  0.963589211108895E-09
102  0.514996031930615E-17  0.933199246330124E-12  0.102081537667331E-11
103  0.551982402468445E-15  0.227665108987196E-13  0.773216564857550E-09
104  0.865193333643433E-16  0.819490871421624E-12  0.366908586846293E-11
105  0.544609827695543E-15  0.477048955893622E-14  0.602762463601852E-09
106  0.459701721133854E-16  0.705122807605560E-12  0.467088867583954E-11
107  0.476305090828956E-15  0.497518692910148E-14  0.453276428389473E-09
108  0.372965547335014E-16  0.603193518168163E-12  0.360619867301182E-11
109  0.432937003929536E-15  0.130312427515378E-13  0.322986628465150E-09
110  0.589805981832114E-16  0.508813251311525E-12  0.765387753176583E-12
111  0.460692579545165E-15  0.555111512312578E-16  0.211047713176615E-09
112  0.000000000000000E+00  0.406539498652498E-12  0.753064277603244E-12
113  0.516203730776423E-15  0.555111512312578E-16  0.119982865478455E-09
114  0.138777878078145E-16  0.289877455497026E-12  0.740518757424979E-12
115  0.516203730776423E-15  0.321964677141295E-14  0.538908056251332E-10
