time 24 96 384 1536 6144 
0.000000e+00 6.324474e-01 5.048884e-02 5.385225e-05 4.099820e-10 6.135329e-16 
1.250000e-02 6.339483e-01 5.076631e-02 5.356125e-05 4.435955e-10 6.609713e-12 
2.500000e-02 6.410183e-01 5.213034e-02 5.252276e-05 4.452419e-10 2.571488e-11 
3.750000e-02 6.534127e-01 5.434590e-02 5.188964e-05 3.690547e-10 5.533723e-11 
5.000000e-02 6.831538e-01 5.783793e-02 5.426017e-05 1.613810e-10 1.095106e-10 
6.250000e-02 7.190036e-01 6.015868e-02 6.084813e-05 1.760950e-11 1.591966e-10 
7.500000e-02 7.655180e-01 6.158126e-02 7.388613e-05 1.644636e-11 2.143817e-10 
8.750000e-02 8.160422e-01 6.153496e-02 9.476256e-05 1.189632e-10 2.726156e-10 
1.000000e-01 8.591195e-01 5.949449e-02 1.237086e-04 1.160249e-09 3.313879e-10 
1.125000e-01 8.824757e-01 5.500528e-02 1.616880e-04 4.331832e-09 3.886163e-10 
1.250000e-01 8.818730e-01 4.769447e-02 2.146846e-04 8.916548e-09 4.432553e-10 
1.375000e-01 8.663777e-01 3.727828e-02 2.986187e-04 1.013785e-08 4.957778e-10 
1.500000e-01 8.521350e-01 1.830562e-02 5.128664e-04 6.635002e-09 5.662567e-10 
1.625000e-01 8.635684e-01 4.123067e-04 8.168358e-04 4.446877e-08 6.235781e-10 
1.750000e-01 8.954205e-01 1.993671e-02 1.331432e-03 1.205079e-07 6.880556e-10 
1.875000e-01 9.380535e-01 4.134874e-02 2.179555e-03 2.642535e-07 7.613061e-10 
2.000000e-01 9.799369e-01 6.163714e-02 3.553527e-03 5.250932e-07 8.431108e-10 
2.125000e-01 1.013984e+00 7.814133e-02 5.761469e-03 9.811688e-07 9.315196e-10 
2.250000e-01 1.037643e+00 8.843853e-02 9.292206e-03 1.760878e-06 1.023383e-09 
2.375000e-01 1.049039e+00 9.115633e-02 1.488354e-02 3.080359e-06 1.115150e-09 
2.500000e-01 1.040807e+00 8.346552e-02 2.735184e-02 6.287813e-06 1.232865e-09 
2.625000e-01 1.016699e+00 7.141267e-02 4.214954e-02 1.038614e-05 1.317778e-09 
2.750000e-01 9.812380e-01 5.655995e-02 6.316162e-02 1.640984e-05 1.402581e-09 
2.875000e-01 9.406063e-01 4.097268e-02 9.162789e-02 2.442301e-05 1.486285e-09 
3.000000e-01 9.010620e-01 2.593339e-02 1.284232e-01 3.379282e-05 1.555037e-09 
3.125000e-01 8.669345e-01 1.182365e-02 1.739074e-01 4.298037e-05 1.578039e-09 
3.250000e-01 8.398133e-01 1.704938e-03 2.278623e-01 4.963988e-05 1.518105e-09 
3.375000e-01 8.191787e-01 1.541839e-02 2.895093e-01 5.107597e-05 1.355713e-09 
3.500000e-01 7.991873e-01 3.546277e-02 3.814384e-01 4.091882e-05 1.023513e-09 
3.625000e-01 7.878792e-01 5.267763e-02 4.555218e-01 2.277022e-05 7.822328e-10 
3.750000e-01 7.784692e-01 7.212807e-02 5.319011e-01 3.972309e-06 6.542309e-10 
3.875000e-01 7.702422e-01 9.376479e-02 6.085960e-01 3.747406e-05 7.198124e-10 
4.000000e-01 7.627904e-01 1.172129e-01 6.836613e-01 7.500337e-05 1.016281e-09 
4.125000e-01 7.559305e-01 1.418243e-01 7.552671e-01 1.135075e-04 1.529380e-09 
4.250000e-01 7.496348e-01 1.667421e-01 8.217538e-01 1.501654e-04 2.202344e-09 
4.375000e-01 7.439692e-01 1.909722e-01 8.816644e-01 1.827913e-04 2.955184e-09 
4.500000e-01 7.375781e-01 2.203853e-01 9.492031e-01 2.177932e-04 3.941522e-09 
