time 24 96 384 1536 6144 
0.000000e+00 6.324474e-01 5.048884e-02 5.385225e-05 4.099821e-10 8.589461e-16 
5.000000e-03 6.328296e-01 5.059415e-02 5.420703e-05 4.104703e-10 1.494566e-13 
1.000000e-02 6.343353e-01 5.100689e-02 5.553057e-05 4.231278e-10 1.073805e-11 
1.500000e-02 6.368501e-01 5.168827e-02 5.749056e-05 4.523408e-10 3.438582e-11 
2.000000e-02 6.402400e-01 5.259056e-02 5.971985e-05 5.008199e-10 7.170482e-11 
2.500000e-02 6.444819e-01 5.369736e-02 6.215792e-05 5.650360e-10 1.182325e-10 
3.000000e-02 6.497060e-01 5.504305e-02 6.537738e-05 6.297794e-10 1.608110e-10 
3.500000e-02 6.561611e-01 5.671175e-02 7.075442e-05 6.631536e-10 1.800780e-10 
4.000000e-02 6.641390e-01 5.881956e-02 8.007813e-05 5.939726e-10 1.595135e-10 
4.500000e-02 6.739081e-01 6.148749e-02 9.424737e-05 2.791446e-10 9.479783e-11 
5.000000e-02 6.856741e-01 6.481330e-02 1.116234e-04 3.788881e-10 3.645245e-12 
5.500000e-02 6.995565e-01 6.885205e-02 1.279921e-04 1.067779e-09 1.160484e-10 
6.000000e-02 7.155591e-01 7.361654e-02 1.398540e-04 1.040714e-09 2.216840e-10 
6.500000e-02 7.335346e-01 7.909919e-02 1.494218e-04 4.429548e-11 3.052575e-10 
7.000000e-02 7.531578e-01 8.529688e-02 1.660873e-04 1.492276e-09 3.602863e-10 
7.500000e-02 7.739216e-01 9.220520e-02 2.006636e-04 2.216883e-09 3.887191e-10 
8.000000e-02 7.951544e-01 9.975972e-02 2.558130e-04 1.773515e-09 3.987523e-10 
8.500000e-02 8.160433e-01 1.077423e-01 3.211285e-04 7.032117e-10 4.007228e-10 
9.000000e-02 8.356616e-01 1.157131e-01 3.775308e-04 2.204609e-10 4.039720e-10 
9.500000e-02 8.530232e-01 1.230359e-01 4.068181e-04 1.476869e-09 4.149278e-10 
1.000000e-01 8.671882e-01 1.290155e-01 3.987496e-04 4.367352e-09 4.368675e-10 
1.050000e-01 8.774136e-01 1.330998e-01 3.533519e-04 5.825258e-09 4.704704e-10 
1.100000e-01 8.833031e-01 1.350590e-01 2.823425e-04 6.265328e-10 5.145287e-10 
1.150000e-01 8.848995e-01 1.350732e-01 2.119627e-04 6.634736e-09 5.664675e-10 
1.200000e-01 8.826976e-01 1.337152e-01 1.816815e-04 1.693349e-08 6.233456e-10 
