1.473922282457351685e-01 6.660563498735427856e-02
1.715536713600158691e-01 8.121490478515625000e-02
1.950623542070388794e-01 9.542948752641677856e-02
2.179444432258605957e-01 1.092653200030326843e-01
2.402249127626419067e-01 1.227372810244560242e-01
2.619268298149108887e-01 1.358594596385955811e-01
2.830727398395538330e-01 1.486454159021377563e-01
3.036834597587585449e-01 1.611077338457107544e-01
3.237793445587158203e-01 1.732587814331054688e-01
3.433791399002075195e-01 1.851099133491516113e-01
3.625012040138244629e-01 1.966721117496490479e-01
3.811628222465515137e-01 2.079559415578842163e-01
3.993802070617675781e-01 2.189711630344390869e-01
4.171693027019500732e-01 2.297274470329284668e-01
4.345448315143585205e-01 2.402336001396179199e-01
