2.991983853280544281e-02 9.066285490989685059e-01
4.422928392887115479e-02 9.038488268852233887e-01
5.901405587792396545e-02 8.996338844299316406e-01
7.423436641693115234e-02 8.939513564109802246e-01
8.984529972076416016e-02 8.867751955986022949e-01
1.057972088456153870e-01 8.780866861343383789e-01
1.220356896519660950e-01 8.678750991821289062e-01
1.385018676519393921e-01 8.561381697654724121e-01
1.551322489976882935e-01 8.428834080696105957e-01
1.718594729900360107e-01 8.281282186508178711e-01
1.886125206947326660e-01 8.119004368782043457e-01
2.053174227476119995e-01 7.942386865615844727e-01
2.218975871801376343e-01 7.751928567886352539e-01
2.382747083902359009e-01 7.548236846923828125e-01
2.543694674968719482e-01 7.332030534744262695e-01
2.701023817062377930e-01 7.104134559631347656e-01
2.853944599628448486e-01 6.865472793579101562e-01
3.001685738563537598e-01 6.617065668106079102e-01
3.143496811389923096e-01 6.360018849372863770e-01
3.278661668300628662e-01 6.095511317253112793e-01
3.406507372856140137e-01 5.824784636497497559e-01
3.526407182216644287e-01 5.549133419990539551e-01
3.637793064117431641e-01 5.269885063171386719e-01
3.740157783031463623e-01 4.988388419151306152e-01
3.833062946796417236e-01 4.705998897552490234e-01
3.916139900684356689e-01 4.424064159393310547e-01
3.989096283912658691e-01 4.143906235694885254e-01
4.051713049411773682e-01 3.866812884807586670e-01
4.103847742080688477e-01 3.594021201133728027e-01
4.145433306694030762e-01 3.326707184314727783e-01
4.176473915576934814e-01 3.065977692604064941e-01
4.197042584419250488e-01 2.812858521938323975e-01
4.207279682159423828e-01 2.568290531635284424e-01
4.207383990287780762e-01 2.333124428987503052e-01
4.197609722614288330e-01 2.108116596937179565e-01
4.178260266780853271e-01 1.893927603960037231e-01
4.149682819843292236e-01 1.691122353076934814e-01
4.112260043621063232e-01 1.500172764062881470e-01
4.066406190395355225e-01 1.321457177400588989e-01
4.012560248374938965e-01 1.155266016721725464e-01
3.951178491115570068e-01 1.001806259155273438e-01
3.882732391357421875e-01 8.612056821584701538e-02
3.807699382305145264e-01 7.335197180509567261e-02
3.726561963558197021e-01 6.187354773283004761e-02
3.639800250530242920e-01 5.167803168296813965e-02
3.547892272472381592e-01 4.275273531675338745e-02
3.451304733753204346e-01 3.508006781339645386e-02
3.350495994091033936e-01 2.863814122974872589e-02
3.245910704135894775e-01 2.340157888829708099e-02
3.137979209423065186e-01 1.934187300503253937e-02
3.027114570140838623e-01 1.642802543938159943e-02
2.913712859153747559e-01 1.462689880281686783e-02
2.798151373863220215e-01 1.390380878001451492e-02
2.680789828300476074e-01 1.422278862446546555e-02
2.561967670917510986e-01 1.554724201560020447e-02
2.442006617784500122e-01 1.783995889127254486e-02
2.321208864450454712e-01 2.106344327330589294e-02
2.199858278036117554e-01 2.518024295568466187e-02
2.078221738338470459e-01 3.015349805355072021e-02
1.956548541784286499e-01 3.594639524817466736e-02
1.835072636604309082e-01 4.252296313643455505e-02
1.714009493589401245e-01 4.984785988926887512e-02
1.593563705682754517e-01 5.788664147257804871e-02
1.473922282457351685e-01 6.660563498735427856e-02
