4.345448315143585205e-01 2.402336001396179199e-01
4.515211880207061768e-01 2.504984140396118164e-01
4.681118130683898926e-01 2.605300247669219971e-01
4.843298196792602539e-01 2.703363001346588135e-01
5.001876950263977051e-01 2.799248397350311279e-01
5.156970620155334473e-01 2.893026769161224365e-01
5.308696031570434570e-01 2.984767556190490723e-01
5.457158684730529785e-01 3.074536323547363281e-01
5.602464675903320312e-01 3.162396252155303955e-01
5.744712948799133301e-01 3.248407244682312012e-01
5.852053165435791016e-01 3.313311040401458740e-01
