0.8985233306884766, 0.37589651346206665, 1
0.5438956618309021, 0.4933932423591614, 0
0.5142883658409119, 0.9125964641571045, 1
0.9860870838165283, 0.8488782048225403, 1
0.17449700832366943, 0.3501751124858856, 0
0.6166960597038269, 0.11852501332759857, 1
0.5814099311828613, 0.7648711800575256, 1
0.155160054564476, 0.8302867412567139, 1
0.3401578664779663, 0.3600116968154907, 0
0.3217349648475647, 0.6393343210220337, 1
0.12939006090164185, 0.25628039240837097, 1
0.08689390122890472, 0.5663368105888367, 1
